       0,     5009, 11100109
       0,    13834, 11103550
       0,    15110, 11100163
       0,    16085, 11100168
       0,    24080, 11100207
       0,    28774, 11100222
       0,    29298, 11100225
       0,    34798, 11100258
       0,    40790, 11100283
       0,    44593, 11100294
       0,    48497, 11100006
       0,    54442, 11100346
       0,    55101, 11100347
       0,    59351, 11100365
       0,    59408, 11100367
       0,    62462, 11100385
       0,    68490, 11100416
       0,    73233, 11100434
       0,    73533, 11100437
       0,    78623, 11100464
       0,    81286, 11100477
       0,    86048, 11100501
       0,    90145, 11100525
       0,    94927, 11103349
       0,    95902, 11100553
       0,   110606, 11103222
       0,   111546, 11100623
       0,   113142, 11100633
       0,   114001, 11100637
       0,   116308, 11100646
       0,   133945, 11100750
       0,   133993, 11100751
       0,   145611, 11100802
       0,   154482, 11100836
       0,   154560, 11103639
       0,   154771, 11100837
       0,   156290, 11100846
       0,   163999, 11100878
       0,   168914, 11100900
       0,   186396, 11100973
       0,   194354, 11101009
       0,   215720, 11101118
       0,   217841, 11101123
       0,   224676, 11101148
       0,   227129, 11101162
       0,   227168, 11101163
       0,   232581, 11101197
       0,   233046, 11101202
       0,   234726, 11101211
       0,   234882, 11101212
       0,   241362, 11101247
       0,   246802, 11101272
       0,   246816, 11101273
       0,   250957, 11101293
       0,   257030, 11103174
       0,   263101, 11101340
       0,   268537, 11101363
       0,   273657, 11103181
       0,   275216, 11101396
       0,   277516, 11101405
       0,   278868, 11101416
       0,   288624, 11101455
       0,   301506, 11101518
       0,   309780, 11101566
       0,   310336, 11103163
       0,   322272, 11101640
       0,   322390, 11101641
       0,   327078, 11101661
       0,   330735, 11101686
       0,   332137, 11101695
       0,   339616, 11101727
       0,   341926, 11101734
       0,   353231, 11101798
       0,   356232, 11101819
       0,   358151, 11101828
       0,   361142, 11101845
       0,   366972, 11101875
       0,   378811, 11101928
       0,   381886, 11101944
       0,   383469, 11103073
       0,   385853, 11101973
       0,   386829, 11101977
       0,   391146, 11102002
       0,   392855, 11102008
       0,   410054, 11102997
       0,   432907, 11102192
       0,   435697, 11100061
       0,   435891, 11102213
       0,   444134, 11102250
       0,   447603, 11100065
       0,   449320, 11102270
       0,   452634, 11102288
       0,   452773, 11102289
       0,   460343, 11102327
       0,   478073, 11102407
       0,   480363, 11102424
       0,   480600, 11102425
       0,   496716, 11102496
       0,   509638, 11102547
       0,   511719, 11102560
       0,   523675, 11102632
       0,   527210, 11102651
       0,   530629, 11102662
       0,   540316, 11102701
       0,   540348, 11102702
       0,   549987, 11100075
       0,   550080, 11102751
       0,   551072, 11102755
       0,    76764, 11102881
       0,   180208, 11103160
       0,   495902, 11102490
       0,   399114, 11102888
       0,   537575, 11102966
       0,    29317, 11103619
       0,   328171, 11103805
       0,      174, 11100081
       0,      260, 11100082
       0,      398, 11100083
       0,      410, 11100084
       0,     1562, 11100085
       0,     1697, 11100086
       0,     1775, 11100087
       0,     1790, 11100088
       0,     2503, 11100090
       0,     2580, 11100091
       0,     2783, 11100092
       0,     2989, 11100093
       0,     3039, 11100094
       0,     3189, 11100096
       0,     3509, 11100097
       0,     3514, 11100098
       0,     3543, 11100099
       0,     3551, 11100100
       0,     4187, 11100102
       0,     4401, 11100103
       0,     4483, 11100105
       0,     4905, 11100107
       0,     4994, 11100108
       0,     5020, 11100110
       0,     5438, 11100111
       0,     5584, 11100112
       0,     5723, 11100113
       0,     5745, 11100114
       0,     6028, 11100115
       0,     6365, 11100117
       0,     6399, 11100118
       0,     7141, 11100119
       0,     8155, 11100120
