       0,     5009,        0,     5009,      569,      904,     5885
       0,    13834,        1,     5038,      569,      903,     6425
       0,    15110,        2,     5198,      568,      902,     6965
       0,    16085,        3,     5279,      568,      904,     7505
       0,    24080,        4,     5353,      569,      903,     8045
       0,    28774,        0,    13834,     -635,     -168,     5885
       0,    29298,        1,    13974,     -634,     -168,     6425
       0,    34798,        2,    14303,     -634,     -169,     6965
       0,    40790,        3,    14539,     -634,     -169,     7505
       0,    44593,        4,    14712,     -633,     -169,     8045
       0,    48497,        0,    15110,      251,      938,     5885
       0,    54442,        1,    15265,      251,      938,     6425
       0,    55101,        2,    15645,      251,      938,     6965
       0,    59351,        3,    15898,      252,      938,     7505
       0,    59408,        4,    16086,      253,      937,     8045
       0,    62462,        0,    16085,     -287,      795,     5885
       0,    68490,        1,    16226,     -287,      795,     6425
       0,    73233,        2,    16630,     -287,      795,     6965
       0,    73533,        3,    16904,     -287,      795,     7505
       0,    78623,        4,    17091,     -287,      795,     8045
       0,    81286,        0,    24080,     -819,      809,     5885
       0,    86048,        1,    24364,     -819,      809,     6425
       0,    90145,        2,    24926,     -820,      810,     6965
       0,    94927,        3,    25245,     -819,      809,     7505
       0,    95902,        4,    25560,     -820,      809,     8045
       0,   110606,        0,    28774,     -773,      103,     5885
       0,   111546,        1,    29077,     -772,      103,     6425
       0,   113142,        2,    29687,     -773,      103,     6965
       0,   114001,        3,    30100,     -772,      103,     7505
       0,   116308,        4,    30475,     -773,      103,     8045
       0,   133945,        0,    29298,     -298,     -897,     5885
       0,   133993,        1,    29603,     -299,     -898,     6425
       0,   145611,        2,    30213,     -298,     -897,     6965
       0,   154482,        3,    30654,     -298,     -897,     7505
       0,   154560,        4,    31042,     -298,     -898,     8045
       0,   154771,        0,    34798,      344,      228,     5885
       0,   156290,        1,    35149,      344,      227,     6425
       0,   163999,        2,    35918,      345,      229,     6965
       0,   168914,        3,    36416,      346,      228,     7505
       0,   186396,        4,    36853,      344,      229,     8045
       0,   194354,        0,    40790,     -792,      330,     5885
       0,   215720,        1,    41173,     -791,      331,     6425
       0,   217841,        2,    41962,     -792,      331,     6965
       0,   224676,        3,    42550,     -792,      331,     7505
       0,   227129,        4,    43065,     -792,      331,     8045
       0,   227168,        0,    44593,      950,      349,     5885
       0,   232581,        1,    45021,      950,      349,     6425
       0,   233046,        2,    45846,      949,      349,     6965
       0,   234726,        3,    46451,      950,      349,     7505
       0,   234882,        4,    47060,      948,      348,     8045
       0,   241362,        0,    48497,      754,     -853,     5885
       0,   246802,        1,    48961,      755,     -853,     6425
       0,   246816,        2,    49882,      755,     -853,     6965
       0,   250957,        3,    50494,      755,     -852,     7505
       0,   257030,        4,    51194,      755,     -853,     8045
       0,   263101,        0,    54442,      871,      118,     5885
       0,   268537,        1,    54936,      871,      119,     6425
       0,   273657,        2,    55946,      870,      118,     6965
       0,   275216,        3,    56595,      871,      119,     7505
       0,   277516,        4,    57362,      870,      119,     8045
       0,   278868,        0,    55101,     -596,     -853,     5885
       0,   288624,        1,    55611,     -596,     -854,     6425
       0,   301506,        2,    56632,     -596,     -854,     6965
       0,   309780,        3,    57297,     -596,     -855,     7505
       0,   310336,        4,    58073,     -596,     -854,     8045
       0,   322272,        0,    59351,      423,     -282,     5885
       0,   322390,        1,    59923,      423,     -282,     6425
       0,   327078,        2,    61013,      424,     -282,     6965
       0,   330735,        3,    61784,      424,     -281,     7505
       0,   332137,        4,    62583,      424,     -281,     8045
       0,   339616,        0,    59408,     -296,      270,     5885
       0,   341926,        1,    59977,     -296,      269,     6425
       0,   353231,        4,    62638,     -295,      269,     8045
       0,   356232,        0,    62462,     -959,      588,     5885
       0,   358151,        1,    63095,     -960,      589,     6425
       0,   361142,        2,    64173,     -959,      588,     6965
       0,   366972,        3,    65048,     -959,      589,     7505
       0,   378811,        0,    68490,      105,      478,     5885
       0,   381886,        1,    69257,      105,      478,     6425
       0,   383469,        2,    70401,      105,      479,     6965
       0,   385853,        3,    71365,      105,      478,     7505
       0,   386829,        4,    72291,      104,      478,     8045
       0,   391146,        0,    73233,       45,       59,     5885
       0,   392855,        1,    74068,       46,       59,     6425
       0,   410054,        2,    75221,       45,       60,     6965
       0,   432907,        3,    76238,       46,       59,     7505
       0,   435697,        4,    77186,       45,       60,     8045
       0,   435891,        0,    73533,     -726,      945,     5885
       0,   444134,        1,    74370,     -726,      945,     6425
       0,   447603,        2,    75525,     -725,      946,     6965
       0,   449320,        3,    76536,     -725,      945,     7505
       0,   452634,        4,    77485,     -725,      946,     8045
       0,   452773,        0,    78623,      312,     -248,     5885
       0,   460343,        1,    79501,      313,     -248,     6425
       0,   478073,        2,    80717,      312,     -249,     6965
       0,   480363,        3,    81798,      312,     -249,     7505
       0,   480600,        4,    82737,      312,     -248,     8045
       0,   496716,        0,    81286,      374,      549,     5885
       0,   509638,        1,    82144,      375,      549,     6425
       0,   511719,        3,    84518,      374,      548,     7505
       0,   523675,        4,    85501,      374,      548,     8045
       0,   527210,        0,    86048,       24,      974,     5885
       0,   530629,        1,    86968,       25,      973,     6425
       0,   540316,        2,    88305,       25,      973,     6965
       0,   540348,        3,    89444,       24,      974,     7505
       0,   549987,        4,    90502,       24,      974,     8045
       0,   550080,        0,    90145,      610,      410,     5885
       0,   551072,        1,    91146,      611,      410,     6425
       0,    76764,        2,    92448,      610,      410,     6965
       0,   180208,        3,    93680,      611,      410,     7505
       0,   495902,        4,    94788,      610,      410,     8045
       0,   399114,        0,    94927,     -843,      376,     5885
       0,   537575,        0,    95902,       52,      521,     5885
       0,    29317,        1,    97002,       52,      522,     6425
       0,   328171,        2,    98394,       52,      521,     6965
       0,      174,        3,    99768,       52,      521,     7505
       0,      260,        4,   101007,       53,      521,     8045
       0,      398,        0,   110606,      617,     -599,     5885
       0,      410,        1,   111888,      613,     -603,     6425
       0,     1562,        2,   113449,      610,     -608,     6965
       0,     1697,        3,   115032,      606,     -612,     7505
       0,     1775,        4,   116443,      602,     -616,     8045
       0,     1790,        0,   111546,     -420,     -161,     5885
       0,     2503,        1,   112852,     -420,     -162,     6425
       0,     2580,        2,   114408,     -420,     -162,     6965
       0,     2783,        3,   115992,     -421,     -161,     7505
       0,     2989,        4,   117414,     -421,     -162,     8045
       0,     3039,        0,   113142,     -600,     -917,     5885
       0,     3189,        1,   114473,     -601,     -917,     6425
       0,     3509,        2,   116036,     -600,     -917,     6965
       0,     3514,        3,   117627,     -600,     -917,     7505
       0,     3543,        4,   119091,     -600,     -917,     8045
       0,     3551,        0,   114001,     -830,     -381,     5885
       0,     4187,        1,   115348,     -830,     -379,     6425
       0,     4401,        2,   116920,     -830,     -381,     6965
       0,     4483,        3,   118501,     -830,     -380,     7505
       0,     4905,        4,   119984,     -830,     -381,     8045
       0,     4994,        0,   116308,      412,      172,     5885
       0,     5020,        1,   117695,      413,      172,     6425
       0,     5438,        3,   120904,      412,      172,     7505
       0,     5584,        4,   122415,      412,      173,     8045
       0,     5723,        0,   133945,     -111,      738,     5885
       0,     5745,        1,   135530,     -111,      737,     6425
       0,     6028,        2,   137367,     -112,      737,     6965
       0,     6365,        3,   139081,     -111,      738,     7505
       0,     6399,        4,   140840,     -111,      737,     8045
       0,     7141,        0,   133993,     -681,      479,     5885
       0,     8155,        1,   135578,     -682,      479,     6425
       0,     8222,        2,   137417,     -681,      479,     6965
       0,     8545,        3,   139128,     -681,      480,     7505
       0,     8814,        4,   140889,     -682,      480,     8045
       0,     8907,        0,   145611,      148,      960,     5885
       0,     9456,        1,   147339,      148,      961,     6425
       0,     9688,        2,   149354,      147,      961,     6965
       0,     9749,        3,   151289,      149,      961,     7505
       0,     9877,        4,   153124,      148,      960,     8045
       0,    10044,        0,   154482,     -608,     -804,     5885
       0,    10127,        1,   156289,     -607,     -804,     6425
       0,    10433,        2,   158301,     -608,     -803,     6965
       0,    10701,        3,   160330,     -608,     -803,     7505
       0,    10889,        4,   162318,     -607,     -803,     8045
       0,    10912,        0,   154560,        3,      560,     5885
       0,    11027,        1,   156370,        3,      561,     6425
       0,    11342,        2,   158381,        3,      560,     6965
       0,    11372,        3,   160406,        3,      561,     7505
       0,    11461,        4,   162397,        4,      561,     8045
       0,    11472,        0,   154771,      561,     -503,     5885
       0,    11527,        1,   156593,      560,     -503,     6425
       0,    11528,        2,   158610,      561,     -504,     6965
       0,    11540,        3,   160625,      561,     -504,     7505
       0,    11686,        4,   162610,      560,     -502,     8045
       0,    11975,        0,   156290,      644,      492,     5885
       0,    12355,        1,   158130,      644,      492,     6425
       0,    12363,        2,   160137,      644,      491,     6965
       0,    13153,        3,   162195,      645,      492,     7505
       0,    13371,        4,   164223,      643,      491,     8045
       0,    13515,        0,   163999,     -100,      485,     5885
       0,    13596,        1,   165891,     -101,      485,     6425
       0,    13803,        2,   167949,     -102,      486,     6965
       0,    13857,        3,   170118,     -102,      485,     7505
       0,    14335,        4,   172169,     -100,      485,     8045
       0,    14435,        0,   168914,      -11,      453,     5885
       0,    14546,        1,   170834,      -11,      453,     6425
       0,    14613,        2,   172900,      -11,      452,     6965
       0,    14716,        3,   175147,      -11,      453,     7505
       0,    14852,        4,   177254,      -10,      453,     8045
       0,    14947,        0,   186396,     -368,     -269,     5885
       0,    14992,        1,   188600,     -367,     -269,     6425
       0,    15099,        2,   190914,     -367,     -269,     6965
       0,    15118,        3,   193302,     -367,     -270,     7505
       0,    15614,        4,   195607,     -367,     -270,     8045
       0,    15788,        0,   194354,     -823,     -395,     5885
       0,    16191,        1,   196639,     -824,     -396,     6425
       0,    16553,        2,   199058,     -824,     -395,     6965
       0,    16594,        3,   201533,     -824,     -395,     7505
       0,    16595,        4,   203954,     -824,     -396,     8045
       0,    16718,        0,   215720,     -159,     -539,     5885
       0,    16720,        1,   218324,     -159,     -538,     6425
       0,    16808,        2,   221039,     -159,     -539,     6965
