       0,    16820, 11103134
       0,    18513, 11100144
       0,    20270, 11103006
       0,    22050, 11100156
       0,    22759, 11100163
       0,    25528, 11100174
       0,    32597, 11100194
       0,    58243, 11100273
       0,    71286, 11100311
       0,    77109, 11100332
       0,    78006, 11100336
       0,    80981, 11100344
       0,    88943, 11100359
       0,    89207, 11103244
       0,   101701, 11100410
       0,   110219, 11100434
       0,   110456, 11100435
       0,   127306, 11100490
       0,   128961, 11100497
       0,   129222, 11100499
       0,   146804, 11103370
       0,   151058, 11100564
       0,   155544, 11103288
       0,   160476, 11103058
       0,   168146, 11100623
       0,   168706, 11100626
       0,   171566, 11100016
       0,   175843, 11100648
       0,   195884, 11100723
       0,   196890, 11100726
       0,   198241, 11100734
       0,   212339, 11100782
       0,   239164, 11100856
       0,   239780, 11100024
       0,   244594, 11100872
       0,   248277, 11100882
       0,   253108, 11100899
       0,   270921, 11103393
       0,   271285, 11103566
       0,   287748, 11100995
       0,   291816, 11101009
       0,   303394, 11101086
       0,   314920, 11101077
       0,   326948, 11102959
       0,   334893, 11101139
       0,   336905, 11101148
       0,   337235, 11103405
       0,   346701, 11102500
       0,   361388, 11101244
       0,   399136, 11101353
       0,   402302, 11100550
       0,   409806, 11101385
       0,   414636, 11103356
       0,   416645, 11101405
       0,   418048, 11101412
       0,   418112, 11101413
       0,   430274, 11101438
       0,   432681, 11101451
       0,   437250, 11103743
       0,   451467, 11102777
       0,   459558, 11101542
       0,   462770, 11101553
       0,   467634, 11101577
       0,   477623, 11101611
       0,   478908, 11101617
       0,   480710, 11101624
       0,   493446, 11101671
       0,   499329, 11101700
       0,   499677, 11100926
       0,   499753, 11100364
       0,   505792, 11100046
       0,   533173, 11103082
       0,   534352, 11101817
       0,   597006, 11102026
       0,   607954, 11103329
       0,   623838, 11102110
       0,   624714, 11102612
       0,   643734, 11102172
       0,   645224, 11102177
       0,   645577, 11102181
       0,   649098, 11102192
       0,   649491, 11102193
       0,   661562, 11102236
       0,   669016, 11102252
       0,   669526, 11102253
       0,   671672, 11102258
       0,   675011, 11102275
       0,   675106, 11103597
       0,   681851, 11102296
       0,   683786, 11102308
       0,   693681, 11103343
       0,   694722, 11102335
       0,   699763, 11102359
       0,   702519, 11102368
       0,   704560, 11103195
       0,   710384, 11103612
       0,   711879, 11102395
       0,   719104, 11102420
       0,   732722, 11102460
       0,   734649, 11102466
       0,   735925, 11102973
       0,   743029, 11102492
       0,   758866, 11102534
       0,   763170, 11102551
       0,   774666, 11101203
       0,   774974, 11102588
       0,   781266, 11102616
       0,   785037, 11102635
       0,   789383, 11102647
       0,   808993, 11102694
       0,   810097, 11102702
       0,   815238, 11102937
       0,   820789, 11102734
       0,   723232, 11103564
       0,    49404, 11103531
       0,   618290, 11102883
       0,   665317, 11102819
       0,   716699, 11103130
       0,   106835, 11102927
       0,    45976, 11101744
       0,   388770, 11103824
       0,   777831, 11100369
       0,    15596, 11103294
       0,    42795, 11103592
       0,      194, 11102624
       0,      487, 11103617
       0,      533, 11100082
       0,     1139, 11100083
