   56802,        5
  148678,        8
  337625,        5
    1244,        5
    8898,        5
   10726,        6
   14692,        5
   36237,        5
   39346,        5
   62727,        6
   67907,        5
   73227,        5
   74910,        6
   96845,        5
   99457,        8
  103685,        5
  110205,        5
  110827,        9
  119594,        5
  121219,        5
  124087,        6
  126753,        5
  128711,        5
  135639,        6
  138248,        9
  169017,        5
  179045,        7
  192981,        5
  210002,        9
  210647,        5
  225909,        6
  234545,        5
  243569,        6
  245329,        5
  254757,        5
  255244,        5
  256182,        6
  259120,        5
  260300,        5
  262445,        5
  266184,        5
  268626,        8
  271160,        5
  287081,        6
  287273,        5
  292469,        6
  303511,        5
  307098,        5
  312741,        5
  333501,        5
  345761,        6
  345762,        6
  347392,        9
  353326,        5
  362866,        9
  375812,        5
  377397,        5
  391006,        5
  397648,        5
  414768,        8
  417353,        9
  425148,        7
   88439,        9
  184728,        5
  295907,        9
  423369,        9
    6456,        8
   15687,        8
  171794,        7
   19420,        7
   20265,        9
  215804,        7
   23468,        6
   26142,        5
   26165,        9
   32154,        9
   33332,        6
   40016,        7
  379678,        9
   41902,        8
  273663,        8
   61709,        6
  323831,        6
   75694,        5
   76046,        7
   78930,        5
   81056,        7
   87629,        8
   94072,        8
   95835,        9
  285680,        6
  102449,        6
  103437,        7
  108916,        8
  116230,        9
  121938,        9
  256206,        9
  371173,        7
  183539,        9
  147686,        8
  149553,        9
  154944,        6
  155191,        7
  323380,        7
  193105,        7
  212633,        7
  320669,        7
  153490,        6
  252611,        7
  235177,        8
  238929,        7
  327122,        9
  241860,        8
  359440,        7
   42388,        6
  286144,        7
  293276,        6
  410771,        9
  297955,        8
  388488,        6
  301471,        7
  325704,        8
  313430,        7
  307762,        6
  311998,        8
  312358,        9
  167851,        6
  141813,        7
  378644,        7
  352337,        5
  424384,        8
  384895,        8
  404630,        7
  265205,        7
  407892,        7
    1862,        8
    3975,        6
   27268,        8
   27697,        8
  261587,        6
   72221,        8
  114391,        6
  118996,        6
  205280,        9
  189330,        6
  280339,        8
  292521,        7
  277354,        9
  226633,        5
  188378,        5
  411779,        7
  278019,        8
  421013,        7
   13705,        9
   24943,        5
   32657,        7
   33828,        6
  229956,        6
  368466,        9
  145471,        5
  169343,        6
  347402,        9
  210358,        6
  236436,        7
  424158,        9
  305746,        6
  316502,        7
   56695,        9
  115559,        8
  370438,        7
  398924,        9
  435505,        8
   92347,        8
   86602,        7
  310612,        8
  340604,        5
  260415,        7
   93590,        9
  166967,        6
  108499,        8
  312114,        9
     505,        5
   20917,        5
   40390,        7
   45963,        5
   54195,        5
   59493,        7
   60103,        8
   72120,        9
   82220,        6
   83304,        6
   89822,        5
  102085,        5
  114432,        7
  118301,        5
  129983,        6
  132690,        6
  147426,        9
  148403,        7
  155200,        7
  172222,        7
  178247,        7
  180004,        5
  205530,        5
  214166,        6
  215654,        5
  218742,        5
  225687,        6
  232323,        7
  233893,        5
  237596,        6
  240636,        6
  263447,        8
  264143,        5
  266466,        7
  281846,        6
  283590,        8
  309440,        5
  310567,        6
  317144,        5
  319531,        6
  334040,        6
  341032,        7
  362931,        8
  400317,        5
  412134,        7
  431263,        5
