  163510,        9
  586557,        5
  200457,        9
    5240,        8
   35426,        6
   66524,        9
   81190,        5
  102456,        7
  114807,        5
  125225,        9
  128287,        5
  129564,        7
  129671,        5
  133018,        8
  149513,        5
  181919,        8
  186698,        5
  191829,        6
  199738,        9
  216120,        6
  218393,        5
  233961,        9
  235462,        8
  240034,        6
  242026,        7
  258011,        7
  264246,        9
  277024,        6
  279587,        7
  279727,        7
  288313,        5
  305280,        5
  329362,        6
  354077,        9
  381099,        6
  383770,        9
  393199,        8
  401437,        5
  415250,        6
  439303,        9
  444706,        8
  449244,        8
  450385,        9
  463364,        7
  474910,        7
  503774,        8
  508931,        5
  509895,        8
  511941,        6
  517575,        5
  526901,        8
  550112,        8
  661593,        6
  675237,        6
  607875,        8
   14669,        6
   16921,        9
  617536,        5
   46605,        5
  105006,        9
   64477,        5
   64491,        7
  142935,        9
  231706,        7
  146034,        6
  484049,        8
  529261,        5
  608374,        8
  494654,        8
  173769,        6
  229031,        7
  231594,        9
  236604,        8
  255192,        9
  250934,        5
  270627,        9
  376664,        7
  612109,        9
  493371,        8
  418046,        8
  452733,        8
   50537,        7
  440943,        8
  465490,        8
  474296,        8
  634366,        8
  488191,        7
  556245,        8
  142812,        5
  592908,        8
  593943,        9
   69376,        5
  647409,        8
  662205,        8
   60319,        9
  225995,        5
   36050,        5
  189684,        5
  312815,        5
  326952,        6
  340469,        9
  424989,        9
  435522,        9
  442146,        5
  522228,        6
  585667,        7
  506730,        9
  603070,        8
  622718,        5
  655968,        7
  122998,        6
  250791,        9
  271133,        7
  396321,        9
  436936,        7
   13032,        6
  303477,        7
  399620,        6
  502758,        8
  602391,        6
  677653,        9
  103541,        9
  433707,        6
  237700,        7
  259616,        6
  384945,        7
   24495,        9
   11662,        8
  163588,        9
  117043,        7
  149616,        7
  155724,        5
  168153,        5
  170357,        7
  198739,        5
  229311,        7
  257457,        6
  289790,        6
  403674,        9
  451467,        9
  456883,        5
  476967,        5
  484158,        6
  504550,        5
  512488,        5
  548538,        8
  601639,        6
  621636,        8
  641250,        8
  681725,        7
