  429904,        7
   10955,        5
   26938,        9
   28276,        8
   45049,        5
   49580,        9
   64622,        6
  114558,        5
  121737,        6
  125218,        8
  169802,        5
  253773,        6
  265806,        6
  268184,        9
  285796,        6
  289571,        5
  300935,        5
  301881,        8
  351029,        9
  395860,        7
  413798,        6
  451034,        9
  487240,        7
  508754,        5
  534984,        7
  549740,        8
  564080,        6
  570699,        6
  586840,        6
  597063,        6
  605967,        7
  678279,        5
  688587,        6
  695026,        6
  698631,        6
  705407,        8
  718881,        6
  740836,        8
  745531,        5
  757569,        6
  767705,        5
  780858,        9
  789024,        8
  828491,        7
  831984,        5
  838680,        6
  851638,        6
  883378,        5
  890543,        5
  893549,        5
  904670,        8
  923688,        6
  956341,        5
  961620,        7
  962959,        7
  967287,        7
  969208,        5
 1004160,        6
 1006971,        5
 1017749,        9
 1029311,        6
 1039259,        5
 1069583,        8
 1100385,        8
 1129359,        8
 1129685,        5
 1172997,        7
 1196806,        5
  582364,        9
   91559,        5
  706457,        7
   24755,        5
  118241,        7
  150999,        7
  168540,        7
  574088,        5
  190752,        5
  931957,        9
  269661,        8
 1012008,        5
   35828,        5
  606834,        9
  992365,        5
  890241,        7
  383472,        6
  389377,        7
  609806,        8
  945832,        8
  939155,        7
  950752,        8
 1064159,        8
  544050,        9
  465721,        6
  482853,        8
  494756,        9
  512630,        8
  151850,        6
  528041,        7
  532973,        7
  738786,        7
 1064152,        8
  595869,        8
 1140423,        9
  742879,        6
 1001689,        9
  987419,        5
  601687,        8
 1123310,        9
  455327,        7
  323618,        6
   81285,        7
  144997,        8
  163526,        7
  311738,        5
 1085728,        8
  483349,        5
  733251,        6
  818503,        5
  685416,        8
  854351,        9
  869185,        5
  369219,        8
  906869,        8
  520504,        9
 1074859,        7
 1094040,        8
 1134017,        8
   30362,        9
 1071843,        9
  386210,        7
  463208,        6
   55935,        7
  655524,        7
  694596,        6
  819488,        8
  987386,        6
 1043939,        8
 1084673,        5
  243500,        8
  882798,        6
  966046,        8
  976820,        6
  982517,        8
 1128455,        9
   18710,        8
  687316,        9
   97420,        7
 1056370,        8
  360936,        8
  224407,        7
  373285,        6
  501307,        5
  522811,        5
  612428,        5
  744728,        7
  755788,        6
  825117,        8
  827722,        5
  879226,        5
 1042421,        5
 1052079,        6
 1054763,        5
 1148300,        7
