  382478,        9
  510183,        8
  583664,        8
  769083,        5
  950043,        7
  241575,        5
   12280,        9
   32642,        5
   73674,        5
   79503,        9
  104592,        6
  127721,        7
  142678,        8
  154187,        7
  162361,        8
  168596,        9
  174770,        9
  182959,        8
  190824,        7
  223509,        9
  239068,        5
  258431,        7
  358661,        6
  383592,        6
  385288,        9
  417626,        6
  418676,        7
  461187,        8
  477015,        5
  482193,        7
  486374,        7
  504897,        7
  514895,        5
  520020,        8
  533652,        8
  585338,        7
  594974,        8
  603710,        5
  607641,        5
  651498,        7
  667968,        5
  683013,        5
  690180,        6
  697152,        8
  759033,        9
  761974,        5
  786765,        5
  791925,        7
  828462,        5
  850965,        6
  855125,        6
  923247,        5
  934692,        8
  954977,        5
  978059,        7
   53921,        5
   75196,        5
  262156,        6
   75510,        8
  113680,        7
  137202,        7
  172123,        8
  733236,        8
  843367,        9
  341719,        6
  343727,        5
  346029,        7
  364308,        8
  979525,        9
  408802,        7
  444026,        6
  453882,        8
  459327,        5
  467528,        7
  490454,        9
  496778,        7
  516186,        6
  895822,        9
  576713,        9
  607308,        6
  616058,        6
  625817,        7
  625907,        5
  652910,        8
  653744,        5
  357018,        5
  693024,        5
  707754,        7
  787777,        6
  815331,        7
  948478,        6
   34798,        5
  972456,        6
    9356,        5
  469041,        7
   94194,        7
  451920,        7
  250853,        7
  411601,        6
  468397,        7
  849012,        6
  898429,        7
  716042,        8
  227768,        9
  739855,        8
  382186,        9
  356399,        9
  612087,        9
  630769,        8
   59685,        7
  170342,        8
  299327,        8
  512031,        5
  626941,        7
  713709,        5
  805711,        6
  363437,        8
  220291,        9
  924359,        8
  694735,        8
  904446,        7
  210607,        5
  328680,        7
  330289,        6
  365847,        7
  630170,        7
  687096,        6
  694148,        7
  827450,        8
  863477,        6
  863872,        5
  910203,        5
  964022,        6
  973624,        6
