Vector Track Size:     4028

   16820,        0,    16820,       81,      446,    17305
   18513,        1,    16955,       81,      445,    17845
   20270,        2,    17021,       81,      445,    18385
   22050,        3,    17261,       81,      445,    18925
   22759,        4,    17320,       81,      445,    19465
   25528,        0,    18513,      337,     -909,    17305
   32597,        1,    18633,      338,     -909,    17845
   32675,        3,    19005,      337,     -909,    18925
   43103,        4,    19069,      338,     -909,    19465
   58243,        0,    20270,      358,      946,    17305
   71286,        1,    20430,      357,      946,    17845
   77109,        2,    20538,      358,      946,    18385
   78006,        3,    20864,      357,      946,    18925
   80981,        4,    20938,      358,      946,    19465
   84780,        0,    22050,      742,      829,    17305
   88943,        1,    22223,      742,      829,    17845
   89207,        2,    22356,      742,      828,    18385
  101701,        3,    22659,      742,      829,    18925
  110219,        4,    22771,      741,      828,    19465
  110456,        0,    22759,      256,       11,    17305
  123429,        1,    22945,      256,       11,    17845
  127306,        2,    23095,      257,       11,    18385
  128961,        3,    23401,      257,       11,    18925
  129222,        4,    23500,      256,       11,    19465
  146804,        0,    25528,      328,     -957,    17305
  151058,        1,    25721,      328,     -957,    17845
  152325,        2,    25914,      328,     -956,    18385
  155544,        3,    26262,      328,     -957,    18925
  160476,        4,    26356,      328,     -957,    19465
  168146,        0,    32597,     -424,      505,    17305
  168706,        1,    32771,     -424,      506,    17845
  169105,        2,    33122,     -424,      506,    18385
  171566,        3,    33554,     -424,      505,    18925
  175843,        4,    33744,     -425,      505,    19465
  195884,        0,    32675,      723,     -742,    17305
  196890,        1,    32849,      724,     -742,    17845
  198241,        2,    33202,      723,     -742,    18385
  212339,        3,    33635,      723,     -741,    18925
  239164,        4,    33828,      724,     -742,    19465
  239780,        0,    43103,      507,      399,    17305
  244594,        1,    43372,      509,      402,    17845
  248277,        2,    43852,      512,      409,    18385
  253108,        3,    44378,      513,      415,    18925
  270921,        4,    44601,      516,      421,    19465
  271285,        0,    58243,      515,     -195,    17305
  287748,        1,    58698,      514,     -194,    17845
  291816,        2,    59252,      514,     -195,    18385
  303394,        3,    60050,      514,     -195,    18925
  314920,        4,    60387,      515,     -195,    19465
  326948,        0,    71286,       29,     -357,    17305
  334893,        1,    71894,       29,     -356,    17845
  336905,        2,    72537,       29,     -357,    18385
  337235,        3,    73464,       28,     -357,    18925
  337756,        4,    73992,       29,     -357,    19465
  345483,        0,    77109,       58,     -670,    17305
  346701,        1,    77790,       59,     -671,    17845
  361388,        2,    78510,       59,     -671,    18385
  399136,        3,    79458,       59,     -670,    18925
  402302,        4,    80023,       58,     -670,    19465
  409806,        0,    78006,     -666,     -348,    17305
  414636,        1,    78701,     -665,     -348,    17845
  416645,        2,    79401,     -665,     -347,    18385
  418048,        3,    80351,     -665,     -349,    18925
  418112,        4,    80911,     -665,     -348,    19465
  430274,        0,    80981,      705,      637,    17305
  432681,        2,    82490,      706,      638,    18385
  437250,        3,    83449,      704,      637,    18925
  447837,        0,    84780,      839,     -705,    17305
  451467,        1,    85615,      840,     -705,    17845
  459558,        2,    86371,      839,     -705,    18385
  462770,        3,    87431,      839,     -704,    18925
  465234,        4,    88037,      840,     -706,    19465
  467634,        0,    88943,     -403,      214,    17305
  477623,        1,    89841,     -403,      214,    17845
  478908,        2,    90647,     -404,      214,    18385
  480710,        3,    91771,     -403,      213,    18925
  493446,        4,    92418,     -404,      213,    19465
  499329,        0,    89207,      765,      312,    17305
  499677,        1,    90109,      764,      312,    17845
  499753,        2,    90923,      765,      312,    18385
  505792,        3,    92049,      765,      312,    18925
  533173,        4,    92700,      764,      313,    19465
  534352,        0,   101701,     -592,      594,    17305
  597006,        1,   102735,     -592,      593,    17845
  607954,        2,   103688,     -592,      593,    18385
  623838,        3,   104942,     -592,      593,    18925
  624714,        4,   105693,     -591,      593,    19465
  643734,        0,   110219,     -720,     -686,    17305
  645224,        2,   112350,     -720,     -686,    18385
  645577,        3,   113652,     -721,     -686,    18925
  649098,        4,   114446,     -719,     -686,    19465
  649491,        0,   110456,     -120,     -454,    17305
  661562,        1,   111563,     -120,     -455,    17845
  669016,        2,   112590,     -122,     -455,    18385
  669526,        3,   113890,     -121,     -455,    18925
  671672,        4,   114690,     -121,     -455,    19465
  675011,        0,   123429,      420,      596,    17305
  675106,        1,   124647,      419,      595,    17845
  681851,        2,   125774,      419,      596,    18385
  683786,        3,   127162,      419,      596,    18925
  684504,        4,   128066,      420,      596,    19465
  693681,        0,   127306,     -671,     -216,    17305
  694722,        1,   128530,     -671,     -216,    17845
  699763,        2,   129667,     -670,     -215,    18385
  702519,        3,   131122,     -671,     -216,    18925
  704560,        4,   132088,     -670,     -216,    19465
  705201,        0,   128961,      492,     -600,    17305
  710384,        1,   130204,      492,     -599,    17845
  711879,        2,   131404,      492,     -599,    18385
  719104,        3,   132845,      493,     -599,    18925
  732722,        4,   133823,      493,     -599,    19465
  734649,        0,   129222,     -845,     -557,    17305
  735925,        1,   130456,     -844,     -557,    17845
  743029,        2,   131665,     -843,     -557,    18385
  758866,        3,   133101,     -845,     -556,    18925
  763170,        4,   134087,     -845,     -557,    19465
  774666,        0,   146804,     -915,      331,    17305
  774974,        1,   148163,     -914,      329,    17845
  781266,        2,   149503,     -914,      326,    18385
  785037,        3,   151223,     -913,      324,    18925
  789383,        4,   152312,     -914,      321,    19465
  808993,        0,   151058,     -843,     -864,    17305
  810097,        1,   152387,     -844,     -864,    17845
  815238,        2,   153784,     -845,     -864,    18385
  820789,        3,   155543,     -844,     -865,    18925
  199596,        4,   156677,     -845,     -865,    19465
  697097,        0,   152325,       44,     -735,    17305
  697786,        1,   153666,       44,     -736,    17845
  823377,        2,   155047,       45,     -736,    18385
  326008,        3,   156849,       45,     -735,    18925
  110442,        4,   157980,       45,     -735,    19465
  188353,        0,   155544,      481,     -917,    17305
  723232,        1,   156912,      481,     -917,    17845
   49404,        2,   158330,      481,     -917,    18385
  618290,        3,   160172,      480,     -917,    18925
  665317,        4,   161396,      481,     -916,    19465
  716699,        0,   160476,     -342,     -511,    17305
  106835,        1,   161881,     -342,     -512,    17845
  531299,        2,   163358,     -343,     -511,    18385
  346329,        3,   165294,     -342,     -512,    18925
  514740,        4,   166544,     -342,     -511,    19465
   45976,        0,   168146,     -155,      709,    17305
  388770,        1,   169629,     -155,      709,    17845
  677329,        2,   171180,     -154,      708,    18385
  562415,        3,   173206,     -155,      709,    18925
  777831,        4,   174586,     -155,      708,    19465
  758690,        0,   168706,     -241,       25,    17305
   15596,        1,   170193,     -240,       25,    17845
   42795,        2,   171746,     -241,       24,    18385
     194,        3,   173771,     -241,       25,    18925
     487,        4,   175157,     -241,       25,    19465
     533,        0,   169105,      909,     -132,    17305
    1121,        1,   170591,      908,     -132,    17845
    1139,        2,   172158,      910,     -130,    18385
    2313,        3,   174173,      909,     -131,    18925
    2546,        4,   175554,      908,     -131,    19465
    2679,        0,   171566,     -830,     -381,    17305
    2733,        1,   173061,     -830,     -380,    17845
    3750,        2,   174658,     -830,     -381,    18385
    3928,        3,   176704,     -829,     -381,    18925
    4250,        4,   178097,     -830,     -381,    19465
    4574,        0,   175843,      487,     -318,    17305
    4787,        1,   177410,      486,     -319,    17845
    4827,        2,   179098,      487,     -317,    18385
    5082,        3,   181132,      488,     -318,    18925
    5268,        4,   182603,      486,     -318,    19465
    5333,        0,   195884,      717,     -811,    17305
    5343,        1,   197695,      717,     -810,    17845
    6394,        2,   199510,      718,     -810,    18385
    6763,        3,   201746,      718,     -810,    18925
    6910,        4,   203377,      717,     -810,    19465
    7498,        0,   196890,     -236,     -895,    17305
    7707,        1,   198724,     -236,     -896,    17845
    7723,        2,   200551,     -236,     -896,    18385
    8383,        3,   202858,     -236,     -896,    18925
    8602,        4,   204503,     -236,     -896,    19465
    8765,        0,   198241,     -177,      857,    17305
    9192,        1,   200122,     -177,      858,    17845
    9333,        2,   201960,     -177,      858,    18385
    9415,        3,   204260,     -176,      858,    18925
    9638,        4,   205931,     -177,      858,    19465
    9700,        0,   212339,      332,     -295,    17305
   10765,        1,   214315,      333,     -295,    17845
   11033,        2,   216247,      333,     -294,    18385
   12280,        3,   218775,      333,     -295,    18925
   12749,        4,   220507,      333,     -295,    19465
   13010,        0,   239164,     -101,     -273,    17305
   13210,        1,   241483,     -102,     -273,    17845
   13354,        2,   243582,     -102,     -273,    18385
   14225,        3,   246457,     -101,     -273,    18925
   14624,        4,   248405,     -101,     -272,    19465
   14687,        0,   239780,      592,     -773,    17305
   14892,        2,   244202,      592,     -773,    18385
   15146,        3,   247091,      592,     -773,    18925
   15261,        4,   249039,      592,     -773,    19465
   15708,        0,   244594,      938,     -326,    17305
   16084,        1,   246890,      937,     -326,    17845
   16265,        2,   249081,      938,     -326,    18385
   16418,        3,   251978,      938,     -326,    18925
   16546,        4,   253939,      938,     -326,    19465
   16719,        0,   248277,     -292,       77,    17305
   17043,        1,   250647,     -291,       76,    17845
   17075,        2,   252870,     -291,       76,    18385
   17176,        3,   255807,     -291,       76,    18925
   17186,        4,   257755,     -291,       77,    19465
   17266,        0,   253108,      -11,      453,    17305
   17306,        1,   255571,      -10,      453,    17845
   17563,        2,   257867,      -11,      452,    18385
   17958,        3,   260827,      -11,      453,    18925
   18522,        0,   270921,     -680,     -861,    17305
   19796,        1,   273587,     -680,     -859,    17845
   20236,        2,   276042,     -679,     -857,    18385
   20557,        3,   279188,     -678,     -855,    18925
   20825,        4,   281317,     -677,     -855,    19465
   20864,        0,   271285,     -301,     -236,    17305
   21328,        1,   273960,     -300,     -236,    17845
   21581,        2,   276409,     -301,     -236,    18385
   21744,        3,   279553,     -301,     -237,    18925
   21906,        4,   281680,     -301,     -235,    19465
   22197,        0,   287748,     -438,      211,    17305
   22379,        1,   290611,     -439,      211,    17845
   22505,        2,   293163,     -439,      211,    18385
   22591,        3,   296585,     -438,      212,    18925
   22742,        4,   298800,     -439,      212,    19465
   22752,        0,   291816,     -979,       -9,    17305
   23657,        1,   294668,     -979,       -8,    17845
   24353,        2,   297310,     -979,       -9,    18385
   24702,        3,   300782,     -978,       -9,    18925
   24942,        0,   303394,      901,     -868,    17305
   24996,        1,   306353,      901,     -869,    17845
   24997,        2,   309095,      901,     -870,    18385
   25182,        3,   312621,      901,     -869,    18925
   25563,        4,   314950,      901,     -869,    19465
   26167,        0,   314920,     -630,      631,    17305
   26353,        1,   317915,     -631,      631,    17845
   26375,        2,   320816,     -631,      631,    18385
   26944,        3,   324454,     -630,      631,    18925
   27222,        4,   326886,     -629,      631,    19465
   27226,        0,   326948,     -290,      292,    17305
   27239,        2,   333209,     -290,      291,    18385
   27527,        3,   337010,     -290,      291,    18925
   28645,        4,   339557,     -290,      291,    19465
   30145,        0,   334893,      826,     -699,    17305
   30821,        1,   338216,      825,     -699,    17845
   30916,        2,   341393,      826,     -699,    18385
   32205,        3,   345243,      825,     -699,    18925
   32798,        4,   347803,      825,     -699,    19465
   33821,        0,   336905,     -831,      982,    17305
   34077,        1,   340228,     -832,      982,    17845
   34268,        2,   343438,     -832,      982,    18385
   34470,        3,   347311,     -832,      982,    18925
   34731,        4,   349875,     -832,      982,    19465
   34870,        0,   337235,      829,     -765,    17305
   35057,        1,   340544,      830,     -765,    17845
   35371,        2,   343762,      829,     -764,    18385
   35626,        3,   347644,      829,     -764,    18925
   35932,        4,   350206,      829,     -764,    19465
   37049,        0,   337756,     -427,     -887,    17305
   37458,        1,   341069,     -427,     -887,    17845
   37682,        2,   344284,     -427,     -887,    18385
   38775,        3,   348160,     -428,     -888,    18925
   38982,        4,   350730,     -428,     -887,    19465
   40194,        0,   345483,      525,      298,    17305
   41528,        1,   348920,      525,      297,    17845
   41825,        2,   352272,      526,      298,    18385
   41826,        3,   356268,      525,      298,    18925
   42210,        4,   358873,      525,      298,    19465
   42896,        0,   346701,      598,      423,    17305
   42957,        1,   350120,      599,      423,    17845
   42965,        2,   353482,      599,      423,    18385
   43498,        3,   357481,      598,      424,    18925
   43600,        4,   360101,      599,      423,    19465
   43761,        0,   361388,     -976,     -159,    17305
   43786,        1,   364836,     -976,     -159,    17845
   44442,        2,   368306,     -976,     -160,    18385
   44483,        3,   372467,     -976,     -159,    18925
   44655,        4,   375203,     -975,     -159,    19465
   44903,        0,   399136,      850,     -660,    17305
   45715,        1,   403038,      850,     -660,    17845
   45992,        2,   406864,      850,     -660,    18385
   46041,        3,   411405,      850,     -660,    18925
   46292,        4,   414503,      850,     -660,    19465
   46687,        0,   402302,      804,      502,    17305
   46788,        1,   406249,      804,      502,    17845
   46880,        3,   414688,      804,      502,    18925
   46950,        4,   417836,      804,      502,    19465
   47541,        0,   409806,      680,       34,    17305
   48152,        1,   413776,      679,       35,    17845
   48355,        2,   417764,      679,       35,    18385
   48397,        3,   422441,      680,       34,    18925
   49660,        4,   425712,      680,       34,    19465
